ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min,Timestamp
Igor Juliao,KC,D,23,23,2,1,0,2,0.09,2014
Leandro Barrera,CHV,M,32,24,2,0,1,1,0.09,2014
Jack McInerney,MTL,F,30,25,2,0,1,1,0.09,2014
Collen Warner,MIN,M,29,28,2,1,0,2,0.08,2014
José Gonçalves,NE,D,27,27,2,1,2,0,0.08,2014
Gyasi Zardes,CLB,F,32,26,2,0,2,0,0.08,2014
Je-Vaughn Watson,DAL,D,31,29,2,0,2,0,0.07,2014
A.J. DeLaGarza,HOU,D,29,28,2,0,2,0,0.07,2014
Will Johnson,ORL,M,29,29,2,0,2,0,0.07,2014
Bradley Wright-Phillips,RBNY,F,32,29,2,0,1,1,0.07,2014
Seth Sinovic,SKC,D,31,31,2,1,0,2,0.07,2014
Maurice Edu,PHI,M,31,31,2,0,0,2,0.06,2014
Amobi Okugo,PHI,D-M,32,31,2,0,1,1,0.06,2014
Osvaldo Alonso,SEA,M,33,33,2,1,1,1,0.06,2014
Raymon Gaddis,PHI,D,34,34,2,0,1,1,0.06,2014
Bradford Jamieson IV,LA,F,2,0,1,0,0,1,3.91,2014
Samuel Inkoom,GHA,M,2,1,1,0,0,1,1.29,2014
Adolfo Bautista,CHV,F,7,1,1,0,0,1,0.61,2014
Kristopher Tyrpak,CHV,F,9,0,1,0,0,1,0.58,2014
Mark Sherrod,HOU,F,9,3,1,1,1,0,0.4,2014
Brian Brown,PHI,F,8,1,1,0,1,0,0.39,2014
Rob Friend,LA,F,10,4,1,0,0,1,0.24,2014
Matías Pérez García,SJ,F,6,4,1,0,0,1,0.23,2014
Matt Dunn,CHV,M,7,4,1,0,1,0,0.22,2014
Charles Eloundou,COL,F,11,4,1,0,0,1,0.22,2014
Michael Lahoud,PHI,M,8,4,1,1,0,1,0.21,2014
Ignacio Piatti,MTL,M,6,6,1,0,1,0,0.2,2014
Austin Berry,PHI,D,6,6,1,0,1,0,0.18,2014
Matt Miazga,USA,D,7,6,1,0,1,0,0.18,2014
Andy Rose,SEA,M,16,5,1,0,1,0,0.16,2014
Chance Myers,KC,D,7,7,1,0,0,1,0.16,2014
Kalif Alhassan,POR,M,15,5,1,0,1,0,0.15,2014
Devon Sandoval,RSL,F,15,7,1,0,1,0,0.14,2014
Kenny Miller,VAN,F,9,7,1,0,1,0,0.14,2014
Abdoulie Mansally,RSL,D,11,6,1,0,0,1,0.14,2014
Leo Fernandes,PHI,M,13,7,1,1,1,0,0.13,2014
Andrew Jean-Baptiste,CHV,D,10,8,1,0,0,1,0.12,2014
Sanna Nyassi,CHI,M,14,10,1,0,1,0,0.12,2014
Aaron Schoenfeld,CLB,F,15,7,1,1,1,0,0.12,2014
Hendry Thomas,DAL,M,10,9,1,0,1,0,0.12,2014
Kellyn Acosta,DAL,M,15,9,1,0,1,0,0.11,2014
Chad Barrett,SEA,F,26,8,1,1,0,1,0.1,2014
Lewis Neal,DC,M,26,7,1,1,0,1,0.1,2014
Clarence Goodson,SJ,D,10,10,1,0,1,0,0.1,2014
Steven Lenhart,SJ,F,11,10,1,0,0,1,0.1,2014
Soony Saad,KC,F,22,9,1,0,1,0,0.1,2014
Krzysztof Krol,MTL,D,12,11,1,0,0,1,0.09,2014
Marlon Hairston,COL,M,22,9,1,0,1,0,0.09,2014
Rodney Wallace,NYC,F,17,12,1,0,1,0,0.09,2014
Gabriel Torres,PAN,M-F,23,11,1,0,0,1,0.08,2014
Mamadou Danso,MTL,D,13,12,1,0,0,1,0.08,2014
Edson Buddle,COL,F,18,12,1,1,1,0,0.08,2014
Marky Delgado,TOR,M,20,12,1,1,0,1,0.08,2014
Josh Williams,CLB,D,14,13,1,1,0,1,0.08,2014
Bradley Orr,TOR,D,19,14,1,1,1,0,0.08,2014
Jared Watts,COL,D-M,17,13,1,0,0,1,0.08,2014
Alan Gordon,LA,F,29,11,1,0,1,0,0.08,2014
Patrick Mullins,DC,F,21,14,1,0,1,0,0.08,2014
Nathan Sturgis,CHV,M,22,13,1,1,0,1,0.07,2014
Wandrille Lefevre,MTL,D,15,13,1,0,0,1,0.07,2014
Jairo Arrieta,CLB,F,23,14,1,0,0,1,0.07,2014
Andy Dorman,NE,M,16,15,1,0,1,0,0.07,2014
Carlos Alvarez,CHV,M,21,13,1,0,1,0,0.07,2014
Akira Kaji,CHV,D,15,14,1,1,1,0,0.07,2014
Jalil Anibaba,NE,D,16,14,1,0,0,1,0.07,2014
Stephen Keel,DAL,D,16,14,1,1,1,0,0.07,2014
Cristian Fernández Salas,DC,D,15,15,1,0,0,1,0.07,2014
Liam Ridgewell,POR,D,15,15,1,1,0,1,0.07,2014
Peguy Luyindula,NY,F,26,15,1,0,1,0,0.06,2014
Brian Carroll,PHI,M,21,17,1,0,1,0,0.06,2014
Gershon Koffie,VAN,M,21,17,1,0,1,0,0.06,2014
Chris Duvall,MTL,D,19,18,1,0,0,1,0.06,2014
Eric Miller,COL,D,21,18,1,1,1,0,0.05,2014
Bernardo Añor,CLB,M,27,18,1,1,0,1,0.05,2014
Tony Lochhead,CHV,D,20,19,1,1,1,0,0.05,2014
José Mari,COL,M,20,20,1,0,0,1,0.05,2014
Jackson Goncalves,TOR,M,26,21,1,1,1,0,0.05,2014
Lawrence Olum,POR,M-D,25,21,1,0,1,0,0.05,2014
Andrew Driver,HOU,M,34,22,1,0,0,1,0.05,2014
Alex,CHI,M,28,24,1,0,0,1,0.05,2014
Drew Moor,TOR,D,23,23,1,0,0,1,0.05,2014
Matt Watson,CHI,M,27,22,1,0,0,1,0.04,2014
Will Bruin,SEA,F,27,24,1,0,1,0,0.04,2014
Chris Klute,COL,D,25,24,1,0,1,0,0.04,2014
Matt Besler,SKC,D,24,24,1,0,0,1,0.04,2014
Chris Schuler,ORL,D,25,25,1,0,1,0,0.04,2014
Eric Avila,CHV,M,29,26,1,0,1,0,0.04,2014
Boniek Garcia,HOU,M,27,26,1,1,0,1,0.04,2014
Víctor Bernárdez,SJ,D,26,25,1,0,1,0,0.04,2014
Andy O'Brien,VAN,D,26,25,1,0,1,0,0.04,2014
Mark Bloom,TOR,D,26,26,1,1,0,1,0.04,2014
Victor Ulloa,DAL,M,28,26,1,0,1,0,0.04,2014
Hassoun Camara,MTL,D,28,26,1,0,1,0,0.04,2014
Marvell Wynne,COL,D,28,27,1,1,1,0,0.04,2014
Erick Torres,CHV,F,29,29,1,1,0,1,0.04,2014
Jámison Olave,NY,D,28,28,1,1,1,0,0.04,2014
Nick LaBrocca,COL,M,31,29,1,0,0,1,0.03,2014
Jordan Stewart,SJ,D-M,30,29,1,0,1,0,0.03,2014
Lovel Palmer,CHI,D,30,29,1,0,0,1,0.03,2014
David Horst,RSL,D,31,31,1,1,1,0,0.03,2014
Dom Dwyer,ORL,F,33,31,1,1,0,1,0.03,2014
Matias Laba,VAN,M,32,31,1,0,0,1,0.03,2014
Matt Hedges,DAL,D,32,32,1,1,1,0,0.03,2014
A.J. Soares,NE,D,32,32,1,0,1,0,0.03,2014
Conor Shanosky,DC,M-D,0,0,0,0,0,0,0,2014
Ryan Richter,TOR,D,0,0,0,0,0,0,0,2014
Jonathan Top,DAL,F,0,0,0,0,0,0,0,2014
Jack McBean,COL,F,0,0,0,0,0,0,0,2014
Orr Barouch,CHI,F,0,0,0,0,0,0,0,2014
O'Brian Woodbine,NE,D,0,0,0,0,0,0,0,2014
Hunter Jumper,CHI,D,0,0,0,0,0,0,0,2014
Bryce Alderson,VAN,M,0,0,0,0,0,0,0,2014
London Woodberry,DAL,D,0,0,0,0,0,0,0,2014
Tommy Muller,SJ,D,0,0,0,0,0,0,0,2014
Ryan Neil,SJ,D,0,0,0,0,0,0,0,2014
Alec Sundly,NE,M,0,0,0,0,0,0,0,2014
Brian Span,DAL,M,0,0,0,0,0,0,0,2014
Caleb Clarke,VAN,F,0,0,0,0,0,0,0,2014
Matt Walker,CLB,M,0,0,0,0,0,0,0,2014
Jalen Robinson,DC,D,0,0,0,0,0,0,0,2014
Matt Wiet,CLB,D,0,0,0,0,0,0,0,2014
Victor Munoz,KC,M,0,0,0,0,0,0,0,2014
Steven Evans,POR,M,0,0,0,0,0,0,0,2014
Christiano François,DC,F,0,0,0,0,0,0,0,2014
Schillo Tshuma,POR,F,0,0,0,0,0,0,0,2014
Kevin Parsemain,MTQ,F,0,0,0,0,0,0,0,2014
Caleb Calvert,COL,F,0,0,0,0,0,0,0,2014
Aminu Abdallah,VAN,M,0,0,0,0,0,0,0,2014
Damion Lowe,JAM,D,0,0,0,0,0,0,0,2014
Manny Aparicio,TOR,M,0,0,0,0,0,0,0,2014
Jimmy Ockford,SJ,D,0,0,0,0,0,0,0,2014
Ben Sweat,NYC,D,0,0,0,0,0,0,0,2014
Aaron Long,RBNY,D,0,0,0,0,0,0,0,2014
Benji Lopez,RSL,F,0,0,0,0,0,0,0,2014
Fabio Pereira,SEA,M,0,0,0,0,0,0,0,2014
Mamadou Diouf,VAN,F,0,0,0,0,0,0,0,2014
George Fochive,POR,M,0,0,0,0,0,0,0,2014
Michael Kafari,KC,M,0,0,0,0,0,0,0,2014
Taylor Peay,RSL,D,0,0,0,0,0,0,0,2014
Charlie Rugg,LA,F,0,0,0,0,0,0,0,2014
Jossimar Sanchez,NE,D,0,0,0,0,0,0,0,2014
Michael Bustamante,NY,M,0,0,0,0,0,0,0,2014
Christian Duke,KC,M,0,0,0,0,0,0,0,2014
Andre Lewis,VAN,M,0,0,0,0,0,0,0,2014
Bryan Salazar,HOU,F,0,0,0,0,0,0,0,2014
Zakaria Messoudi,MTL,M,0,0,0,0,0,0,0,2014
Andrew Ribeiro,CHV,D,0,0,0,0,0,0,0,2014
Anthony Arena,HOU,D,0,0,0,0,0,0,0,2014
Brenton Griffiths,COL,D,0,0,0,0,0,0,0,2014
Ross Friedman,CLB,D,0,0,0,0,0,0,0,2014
Kyle Venter,LA,D,0,0,0,0,0,0,0,2014
Marco Franco,CHI,D-M,0,0,0,0,0,0,0,2014
Richie Marquez,PHI,D,0,0,0,0,0,0,0,2014
Bryan Gallego,POR,D,0,0,0,0,0,0,0,2014
Giuseppe Gentile,CHI,F,0,0,0,0,0,0,0,2014
Michael Nwiloh,CHV,D,0,0,0,0,0,0,0,2014
Gege Soriola,MTL,D,0,0,0,0,0,0,0,2014
Justen Glad,RSL,D,0,0,0,0,0,0,0,2014
Walter Cabrera,DAL,D,0,0,0,0,0,0,0,2014
Chris Mannella,TOR,M,0,0,0,0,0,0,0,2014
James Bissue,MTL,M,0,0,0,0,0,0,0,2014
Gale Agbossoumonde,COL,D,0,0,0,0,0,0,0,2014
Kwame Watson-Siriboe,RSL,D,0,0,0,0,0,0,0,2014
Peterson Joseph,KC,M,0,0,0,0,0,0,0,2014
George John,DAL,D,0,0,0,0,0,0,0,2014
Keon Daniel,PHI,M,0,0,0,0,0,0,0,2014
Adrian Lopez,MTL,D,0,0,0,0,0,0,0,2014
Nelson Rivas,MTL,D,0,0,0,0,0,0,0,2014
Onyekachi Apam,SEA,D,0,0,0,0,0,0,0,2014
Carlos Borja,CHV,D,0,0,0,0,0,0,0,2014
Lyle Martin,CHV,F,0,0,0,0,0,0,0,2014
Nana Attakora,DC,D,0,0,0,0,0,0,0,2014
Brian Mullan,COL,D,0,0,0,0,0,0,0,2014
Shalrie Joseph,NE,M,0,0,0,0,0,0,0,2014
Eric Stevenson,NY,M,1,0,0,0,0,0,0,2014
Jordan Hamilton,TOR,F,1,0,0,0,0,0,0,2014
Jimmy McLaughlin,PHI,M,1,0,0,0,0,0,0,2014
Nicholas Walker,DAL,D,1,0,0,0,0,0,0,2014
Coy Craft,DAL,F-M,1,0,0,0,0,0,0,2014
Damien Perrinelle,NY,D,2,0,0,0,0,0,0,2014
Tony Taylor,NE,F-M,1,0,0,0,0,0,0,2014
Jordan Allen,RSL,M-F,2,0,0,0,0,0,0,2014
Ian Christianson,NY,M,3,0,0,0,0,0,0,2014
Sam Garza,SJ,M,1,0,0,0,0,0,0,2014
Connor Lade,RBNY,D,6,0,0,0,0,0,0,2014
Daniel Fragoso,CHV,M,2,0,0,0,0,0,0,2014
Corben Bone,PHI,M,2,0,0,0,0,0,0,2014
Frederic Piquionne,POR,F,3,0,0,0,0,0,0,2014
Geoffrey Castillion,NE,F,1,0,0,0,0,0,0,2014
Oscar Sorto,LA,D,1,0,0,0,0,0,0,2014
Louis Beland-Goyette,MTL,M,1,0,0,0,0,0,0,2014
Rafael Garcia,LA,D,1,0,0,0,0,0,0,2014
Andre Akpan,NE,F,5,0,0,0,0,0,0,2014
Fifi Baiden,CLB,M,1,0,0,0,0,0,0,2014
Sean Okoli,SEA,F,3,0,0,0,0,0,0,2014
Jose Villarreal,ORL,M,5,0,0,0,0,0,0,2014
Bright Dike,TOR,F,2,0,0,0,0,0,0,2014
Aaron Kovar,LAFC,M,3,0,0,0,0,0,0,2014
Grant Van De Casteele,COL,D,1,0,0,0,0,0,0,2014
Cam Weaver,SEA,F,3,0,0,0,0,0,0,2014
Dimitry Imbongo,NE,F,2,0,0,0,0,0,0,2014
Victor Pineda,CHI,M,4,0,0,0,0,0,0,2014
Marius Obekop,NY,M,2,0,0,0,0,0,0,2014
Blake Smith,MTL,M,3,0,0,0,0,0,0,2014
Romain Gall,CLB,M,3,0,0,0,0,0,0,2014
Donnie Smith,NE,M,1,1,0,0,0,0,0,2014
Kianz Froese,CAN,M,1,0,0,0,0,0,0,2014
Luis Bolanos,CHV,F,3,0,0,0,0,0,0,2014
Emanuel Pogatetz,CLB,D,2,0,0,0,0,0,0,2014
Davy Armstrong,COL,M,2,0,0,0,0,0,0,2014
Raul Mendiola,LA,M,3,0,0,0,0,0,0,2014
Michael Seaton,DC,F,2,1,0,0,0,0,0,2014
Tristan Bowen,SEA,F,2,0,0,0,0,0,0,2014
Chandler Hoffman,LA,F,8,0,0,0,0,0,0,2014
Kyle Porter,DC,M,5,0,0,0,0,0,0,2014
Martin Steuble,KC,M,3,1,0,0,0,0,0,2014
Santiago Gonzalez,MTL,F,9,0,0,0,0,0,0,2014
Michael Nanchoff,POR,M,3,1,0,0,0,0,0,2014
Josh Gardner,KC,M,1,1,0,0,0,0,0,2014
Stephen McCarthy,NE,D,1,1,0,0,0,0,0,2014
Andrew Wiedeman,TOR,F,7,0,0,0,0,0,0,2014
Mechack Jérôme,KC,D,2,1,0,0,0,0,0,2014
Mike Fucito,SJ,F,8,0,0,0,0,0,0,2014
Zach Pfeffer,PHI,M,5,1,0,0,0,0,0,2014
Christian Dean,CHI,D,4,1,0,0,0,0,0,2014
Matthew Fondy,CHI,F,9,0,0,0,0,0,0,2014
Jimmy Medranda,SKC,D-M,5,1,0,0,0,0,0,2014
Anthony Jackson-Hamel,MTL,F,4,1,0,0,0,0,0,2014
Steven Kinney,CHI,D,2,2,0,0,0,0,0,2014
Billy Schuler,SJ,F,6,1,0,0,0,0,0,2014
Ethen Sampson,VAN,D,2,2,0,0,0,0,0,2014
Ike Opara,SKC,D,3,2,0,0,0,0,0,2014
Ashtone Morgan,TOR,D,3,2,0,0,0,0,0,2014
Robert Earnshaw,CHI,F,5,1,0,0,0,0,0,2014
Jeremy Hall,TOR,D-M,3,2,0,0,0,0,0,2014
Jason Johnson,HOU,F,8,0,0,0,0,0,0,2014
Adam Jahn,CLB,F,4,2,0,0,0,0,0,2014
Sam Adekugbe,VAN,D,4,1,0,0,0,0,0,2014
Collin Martin,MIN,M,6,2,0,0,0,0,0,2014
Alex Caskey,DC,M,11,2,0,0,0,0,0,2014
Omar Salgado,VAN,F,8,2,0,0,0,0,0,2014
Kevan George,CLB,M,4,2,0,0,0,0,0,2014
Antoine Hoppenot,PHI,F,13,1,0,0,0,0,0,2014
Danny Mwanga,COL,F,6,2,0,0,0,0,0,2014
Daniel Paladini,CLB,M,4,3,0,0,0,0,0,2014
Andreas Gorlitz,SJ,D,3,3,0,0,0,0,0,2014
Rich Balchan,RSL,D,4,2,0,0,0,0,0,2014
Erik Palmer-Brown,KC,D,3,2,0,0,0,0,0,2014
Jerry Bengtson,HON,F,7,1,0,0,0,0,0,2014
Ruben Bover,NY,M,15,2,0,0,0,0,0,2014
Peter Luccin,DAL,M,11,2,0,0,0,0,0,2014
Alexander Lopez,HON,M,10,1,0,0,0,0,0,2014
James Riley,LA,D,4,3,0,0,0,0,0,2014
Sebastian Jaime,RSL,F,6,3,0,0,0,0,0,2014
Jeremy Gagnon-Lapare,MTL,M,5,3,0,0,0,0,0,2014
John Neeskens,COL,D,5,3,0,0,0,0,0,2014
John Stertzer,RSL,M,9,3,0,0,0,0,0,2014
Chris Pontius,LA,F,6,3,0,0,0,0,0,2014
Danny Garcia,DAL,M-F,4,4,0,0,0,0,0,2014
Ryan Hollingshead,DAL,M,11,4,0,0,0,0,0,2014
Eric Brunner,HOU,D,6,3,0,0,0,0,0,2014
Mehdi Ballouchy,VAN,M,9,3,0,0,0,0,0,2014
Agustin Viana,CLB,M-D,4,4,0,0,0,0,0,2014
Conor Doyle,DC,F,17,1,0,0,0,0,0,2014
Zat Knight,COL,D,4,3,0,0,0,0,0,2014
Brian Ownby,HOU,M,19,0,0,0,0,0,0,2014
Jared Jeffrey,DC,M,10,2,0,0,0,0,0,2014
Kenney Walker,LA,M,8,4,0,0,0,0,0,2014
Fred,PHI,M,11,3,0,0,0,0,0,2014
Pedro Ribeiro,PHI,M-F,9,3,0,0,0,0,0,2014
Tony Cascio,HOU,M,6,4,0,0,0,0,0,2014
Samuel,LA,F,8,4,0,0,0,0,0,2014
Todd Dunivant,LA,D,7,5,0,0,0,0,0,2014
Florent Sinama-Pongolle,CHI,F,7,4,0,0,0,0,0,2014
Alex Martinez,KC,M,10,3,0,0,0,0,0,2014
Nicolas Mezquida,VAN,M,14,4,0,0,0,0,0,2014
Jorge Claros,KC,M,7,4,0,0,0,0,0,2014
Claudio Bieler,KC,F,13,4,0,0,0,0,0,2014
Gorka Larrea,MTL,M,9,5,0,0,0,0,0,2014
Aaron Maund,VAN,D,6,5,0,0,0,0,0,2014
Ryan Finley,CHV,F,16,4,0,0,0,0,0,2014
Thomas McNamara,NYC,M,6,6,0,0,0,0,0,2014
Juan Luis Anangono,CHI,F,15,4,0,0,0,0,0,2014
Pablo Pintos,SJ,D,6,6,0,0,0,0,0,2014
Mikey Lopez,KC,M,8,5,0,0,0,0,0,2014
Saer Sene,NE,M,15,5,0,0,0,0,0,2014
Alvaro Rey,CLB,M,9,6,0,0,0,0,0,2014
Kofi Opare,DC,D,6,5,0,0,0,0,0,2014
Rauwshan McKenzie,POR,D,7,6,0,0,0,0,0,2014
Dwayne De Rosario,TOR,M,19,4,0,0,0,0,0,2014
Cole Grossman,RSL,M,17,5,0,0,0,0,0,2014
Steve Neumann,NE,M-F,23,3,0,0,0,0,0,2014
Andrew Jacobson,DAL,M,13,5,0,0,0,0,0,2014
Oriol Rosell,ORL,M-D,7,7,0,0,0,0,0,2014
Jeb Brovsky,MTL,D,7,7,0,0,0,0,0,2014
Micheal Azira,COL,M,14,6,0,0,0,0,0,2014
Adam Bedell,CLB,F,16,7,0,0,0,0,0,2014
Chris Ritter,CHI,M,10,8,0,0,0,0,0,2014
Benji Joya,CHI,M,12,9,0,0,0,0,0,2014
Logan Pause,CHI,M,12,6,0,0,0,0,0,2014
Tommy Thompson,SJ,M,13,8,0,0,0,0,0,2014
Dylan Remick,HOU,D,13,8,0,0,0,0,0,2014
Richard Eckersley,NY,D,9,8,0,0,0,0,0,2014
Carlos Valdés,PHI,D,8,8,0,0,0,0,0,2014
Razvan Cocis,CHI,M,10,8,0,0,0,0,0,2014
Carlyle Mitchell,VAN,D,8,8,0,0,0,0,0,2014
Ben Zemanski,POR,M,13,7,0,0,0,0,0,2014
Marvin Chávez,CHV,M,16,8,0,0,0,0,0,2014
Bobby Convey,NY,M,13,9,0,0,0,0,0,2014
Aaron Wheeler,PHI,F,15,8,0,0,0,0,0,2014
Maxim Tissot,MTL,D,20,7,0,0,0,0,0,2014
Robbie Findley,RSL,F,16,8,0,0,0,0,0,2014
Chad Barson,CLB,D,13,8,0,0,0,0,0,2014
Walker Zimmerman,LAFC,D,10,9,0,0,0,0,0,2014
Issey Nakajima-Farran,MTL,M,18,7,0,0,0,0,0,2014
Servando Carrasco,LA,M,16,9,0,0,0,0,0,2014
Carlos Salcedo,RSL,D,12,8,0,0,0,0,0,2014
CJ Sapong,PHI,F,20,7,0,0,0,0,0,2014
Kendall Waston,VAN,D,10,9,0,0,0,0,0,2014
DaMarcus Beasley,HOU,D,10,10,0,0,0,0,0,2014
Karl Ouimette,MTL,D,11,9,0,0,0,0,0,2014
David Texeira,DAL,F,19,9,0,0,0,0,0,2014
Hernan Bernardello,MTL,M,10,10,0,0,0,0,0,2014
Kamani Hill,COL,F,15,11,0,0,0,0,0,2014
Brandon Barklage,SJ,D,13,10,0,0,0,0,0,2014
Luis Garrido,HON,M,11,11,0,0,0,0,0,2014
Jay DeMerit,VAN,D,11,11,0,0,0,0,0,2014
Tommy Meyer,LA,D,12,10,0,0,0,0,0,2014
JJ Koval,SJ,M,22,9,0,0,0,0,0,2014
Danny O'Rourke,POR,D,12,10,0,0,0,0,0,2014
Felix Borja,CHV,F,12,12,0,0,0,0,0,2014
Vicente Sanchez,COL,F,17,12,0,0,0,0,0,2014
Patrick Ianni,CHI,D-M,12,11,0,0,0,0,0,2014
Ethan White,PHI,D,12,12,0,0,0,0,0,2014
Norberto Paparatto,POR,D,13,12,0,0,0,0,0,2014
Moises Hernandez,DAL,D,17,13,0,0,0,0,0,2014
Kyle Bekker,TOR,M,20,13,0,0,0,0,0,2014
Thomas Piermayr,COL,D,14,14,0,0,0,0,0,2014
Adam Moffat,DAL,M,20,13,0,0,0,0,0,2014
Djimi Traore,SEA,D,15,13,0,0,0,0,0,2014
Jeff Parke,DC,D,13,13,0,0,0,0,0,2014
Eric Gehrig,CLB,D,20,14,0,0,0,0,0,2014
Olmes Garcia,RSL,F,23,12,0,0,0,0,0,2014
Ty Harden,SJ,D,17,13,0,0,0,0,0,2014
Eriq Zavaleta,TOR,D,17,15,0,0,0,0,0,2014
Armando,NY,M,19,14,0,0,0,0,0,2014
AJ Cochran,HOU,D,19,14,0,0,0,0,0,2014
Zach Scott,SEA,D,18,16,0,0,0,0,0,2014
Johnny Leveron,VAN,D,16,15,0,0,0,0,0,2014
Tyson Wahl,CLB,D,18,15,0,0,0,0,0,2014
Shaun Francis,SJ,D,20,16,0,0,0,0,0,2014
Warren Creavalle,PHI,M,26,17,0,0,0,0,0,2014
Giancarlo Gonzalez,CLB,D,17,17,0,0,0,0,0,2014
Oswaldo Minda,CHV,M,20,20,0,0,0,0,0,2014
Carlos Bocanegra,CHV,D,18,18,0,0,0,0,0,2014
Agustín Pelletieri,CHV,M,27,22,0,0,0,0,0,2014
Jason Hernandez,SJ,D,20,20,0,0,0,0,0,2014
Gonzalo Segares,CHI,D,21,20,0,0,0,0,0,2014
Pa-Modou Kah,VAN,D,20,20,0,0,0,0,0,2014
Steven Caldwell,TOR,D,21,21,0,0,0,0,0,2014
Doneil Henry,VAN,D,21,19,0,0,0,0,0,2014
Bobby Burling,CHV,D,22,20,0,0,0,0,0,2014
Heath Pearce,MTL,D,23,20,0,0,0,0,0,2014
Leonardo González,SEA,D,23,20,0,0,0,0,0,2014
Leonardo,HOU,D,24,20,0,0,0,0,0,2014
Shane O'Neill,COL,D,21,21,0,0,0,0,0,2014
Steve Birnbaum,DC,D,21,21,0,0,0,0,0,2014
Ibrahim Sekagya,NY,D,25,23,0,0,0,0,0,2014
Sebastian Fernandez,VAN,F,32,24,0,0,0,0,0,2014
Jean-Baptiste Pierazzi,SJ,M,24,23,0,0,0,0,0,2014
Jermaine Taylor,HOU,D,24,23,0,0,0,0,0,2014
Jhon Kennedy Hurtado,CHI,D,25,24,0,0,0,0,0,2014
Aurélien Collin,RBNY,D,26,25,0,0,0,0,0,2014
Matteo Ferrari,MTL,D,25,25,0,0,0,0,0,2014
Donny Toia,ORL,D,27,24,0,0,0,0,0,2014
Bakary Soumare,CHI,D,26,25,0,0,0,0,0,2014
Deshorn Brown,COL,F,30,26,0,0,0,0,0,2014
Zach Loyd,DAL,D,29,28,0,0,0,0,0,2014
Tony Beltran,RSL,D,29,28,0,0,0,0,0,2014
Davy Arnaud,DC,M,31,30,0,0,0,0,0,2014
Sam Cronin,MIN,M,31,30,0,0,0,0,0,2014
Michael Parkhurst,ATL,D,33,32,0,0,0,0,0,2014
Andrew Farrell,NE,D,32,32,0,0,0,0,0,2014
Nat Borchers,RSL,D,32,32,0,0,0,0,0,2014
Jordan Harvey,LAFC,D,33,33,0,0,0,0,0,2014
Sebastian Giovinco,TOR,F,33,32,16,1,9,7,0.52,2015
Cristian Maidana,PHI,M,28,25,15,3,9,6,0.64,2015
Benny Feilhaber,LAFC,M,32,30,15,5,10,5,0.49,2015
Sacha Kljestan,ORL,M,33,33,14,3,9,5,0.44,2015
Ethan Finlay,MIN,F,34,34,13,4,9,4,0.42,2015
Javier Morales,RSL,M,26,24,12,3,7,5,0.51,2015
Clint Dempsey,SEA,F,20,20,10,4,5,5,0.52,2015
Mauro Diaz,DAL,M,24,24,10,4,6,4,0.45,2015
Brad Davis,HOU,M,30,29,10,3,8,2,0.35,2015
Lee Nguyen,NE,M,32,31,10,3,7,3,0.33,2015
Fabian Castillo,DAL,M-F,30,28,9,2,3,6,0.32,2015
Federico Higuain,CLB,M,32,32,9,3,6,3,0.3,2015
Diego Valeri,POR,M,22,20,8,3,3,5,0.42,2015
Robbie Keane,LA,F,24,22,8,1,8,0,0.35,2015
Ignacio Piatti,MTL,M,26,26,8,6,7,1,0.33,2015
David Villa,NYC,F,30,29,8,0,7,1,0.29,2015
Harry Shipp,SEA,M,33,29,8,2,5,3,0.28,2015
Kei Kamara,VAN,F,32,31,8,1,6,2,0.26,2015
Dax McCarty,CHI,M,32,32,8,2,5,3,0.26,2015
Kwadwo Poku,NYC,M,27,6,7,2,5,2,0.64,2015
Fabian Espindola,DC,F,17,15,7,0,6,1,0.47,2015
Rodney Wallace,NYC,F,32,23,7,4,3,4,0.32,2015
Matías Pérez García,SJ,F,27,25,7,4,5,2,0.31,2015
Jonathan Osorio,TOR,M,29,26,7,2,7,0,0.28,2015
Lloyd Sam,DC,M-F,31,27,7,1,6,1,0.28,2015
Mike Grella,CLB,M,33,30,7,3,4,3,0.27,2015
Benoit Cheyrou,TOR,M,28,28,7,3,3,4,0.26,2015
Waylon Francis,SEA,D,28,28,7,3,6,1,0.26,2015
Kaká,ORL,M,28,28,7,0,2,5,0.26,2015
Juninho,LA,M,34,32,7,2,6,1,0.22,2015
Bradley Wright-Phillips,RBNY,F,34,33,7,4,4,3,0.22,2015
Marco Pappa,SEA,M,20,17,6,1,2,4,0.37,2015
Obafemi Martins,SEA,F,21,20,6,2,4,2,0.3,2015
Kelyn Rowe,NE,M,33,21,6,1,3,3,0.28,2015
Krisztian Nemeth,NE,F,28,23,6,1,4,2,0.27,2015
Dillon Powers,ORL,M,32,25,6,2,3,3,0.24,2015
Michael Bradley,TOR,M,25,25,6,3,6,0,0.24,2015
Taylor Kemp,DC,D,27,25,6,1,4,2,0.24,2015
Sébastien Le Toux,PHI,F,31,26,6,2,5,1,0.23,2015
Kekuta Manneh,VAN,M-F,32,28,6,1,4,2,0.22,2015
Chris Tierney,NE,D-M,31,29,6,1,3,3,0.21,2015
Tony Tchani,CHI,M,32,32,6,3,2,4,0.19,2015
Giovani dos Santos,LA,F,10,10,5,3,3,2,0.56,2015
Andrea Pirlo,NYC,M,13,12,5,2,3,2,0.42,2015
